-0.040958	0.373948	0.084521	-0.240594	0.174562	0.214996	-0.290628	-0.189800	-0.157727	0.074660	-0.148357	0.250419	0.113305	0.299777	0.377543	-0.058855	-0.072033	0.056793	0.051820	-0.271151	-0.284087	0.337611	0.197382	-0.301876	0.007061	0.229990	-0.381259	-0.103265	-0.437915	-0.047011	-0.052670	0.295450	-0.306579	-0.020995	0.006107	0.163875	0.181563	-0.248776	-0.231292	-0.137661	-0.369080	0.220960	0.068472	-0.187129	0.192495	-0.188753	-0.228599	-0.001441	0.064609	0.074011	
-0.107208	0.481724	-0.193216	-0.461130	0.131140	0.397899	0.020939	-0.191252	-0.087197	-0.006321	0.285356	0.355722	0.148410	-0.060448	0.268998	-0.312506	0.013689	-0.058446	0.023328	0.156705	0.096826	0.359624	0.254666	0.027646	0.259139	0.152900	0.178656	-0.368604	-0.509996	-0.120148	-0.102715	-0.059548	-0.236314	-0.340209	0.117214	0.109035	0.037888	-0.298793	0.024718	-0.310863	-0.173053	-0.277800	-0.118610	0.058047	0.039566	0.097455	0.350286	0.015686	0.020903	0.015889	
0.027771	0.323094	-0.270830	-0.355424	0.169486	0.027628	-0.507082	-0.189017	-0.184939	-0.090912	0.381570	0.161890	0.065019	0.184396	-0.240975	0.257306	0.007944	0.021725	-0.189187	0.154492	-0.283644	-0.418902	-0.142711	-0.152171	0.368761	-0.089596	-0.033003	0.272569	-0.115899	0.300137	0.483082	-0.403256	-0.232843	0.306177	-0.028889	-0.063690	0.034614	-0.250436	-0.032330	0.173853	-0.263003	-0.492017	-0.424018	0.463007	0.393660	-0.101863	0.587676	-0.074487	-0.005582	-0.104594	
0.123307	0.029330	-0.261131	-0.234275	0.279522	0.510337	-0.167854	0.031289	0.001652	0.163396	0.046295	0.460985	0.059129	0.136421	0.203321	-0.136008	0.218452	0.091499	0.334172	-0.404089	-0.290390	-0.033746	0.408168	-0.185861	0.211101	-0.072016	-0.496520	-0.148656	-0.296199	-0.069809	-0.476772	0.018705	-0.254898	-0.546119	0.058266	-0.241221	0.160629	-0.510224	-0.188240	-0.325796	-0.230479	-0.038941	-0.236450	-0.097547	0.106951	-0.272032	0.070351	-0.012290	0.314166	-0.195306	
-0.114930	0.521940	-0.149786	-0.418617	0.129474	0.310518	0.021814	0.158019	-0.108802	-0.020167	0.145836	-0.049372	0.134667	-0.074577	0.265090	0.152286	0.040865	-0.060579	0.369828	0.209470	0.081840	0.302549	0.206235	0.043513	0.250123	0.162901	0.181263	-0.346478	-0.428494	-0.136439	-0.111529	-0.046999	-0.264024	-0.328802	0.130252	0.121447	0.121227	-0.042193	-0.041755	-0.068955	-0.146129	-0.227111	-0.134089	0.041824	0.015422	0.096328	0.317861	0.027863	-0.039795	-0.001000	
-0.185866	0.287414	-0.192347	-0.307420	0.170007	0.004589	-0.149345	0.027047	-0.099457	-0.032001	0.273089	-0.277680	0.033549	0.247939	-0.015011	-0.179441	-0.062045	0.100002	0.199747	-0.171390	-0.099470	0.124443	0.196856	0.034893	0.109975	-0.030644	0.044069	-0.114814	0.111629	-0.126723	-0.113003	0.090786	-0.090125	-0.011400	-0.097250	0.201503	0.028940	-0.279242	-0.148105	0.061528	-0.135395	0.093769	-0.092216	0.251259	0.089313	-0.193053	0.183574	-0.276872	0.021616	-0.228384	
-0.014657	0.144758	-0.295579	-0.165074	0.199269	0.027790	0.227556	-0.005623	-0.121683	-0.113912	0.176237	0.473381	0.274821	0.125457	-0.015819	-0.215358	0.204144	0.257581	0.066559	-0.245391	0.059669	0.292520	0.211989	-0.154267	-0.004944	-0.235818	0.109662	-0.194665	-0.247870	-0.088609	-0.369558	0.277895	-0.287957	-0.090870	-0.328770	-0.215078	0.222631	-0.074824	-0.216880	-0.176462	-0.260416	0.318398	-0.038895	0.410440	-0.246653	-0.230138	0.236134	-0.355498	0.043625	0.185304	
-0.093236	-0.104824	-0.106388	0.002717	0.196440	0.164318	0.009337	-0.255341	0.191169	0.162802	0.131988	-0.064509	-0.195542	-0.289223	0.164500	-0.153098	-0.066090	-0.067445	-0.194093	-0.011089	-0.057259	-0.033749	-0.012053	-0.174501	0.191413	0.164667	0.124163	0.146451	-0.216784	-0.200323	0.059901	0.144185	-0.196017	0.093366	0.100622	-0.050708	-0.079497	0.130769	-0.068760	0.079359	-0.156296	-0.117341	-0.206579	0.192860	0.183735	0.198682	0.247798	-0.186041	0.140443	0.090294	
-0.008781	0.208239	-0.039965	0.122104	0.479096	0.130994	-0.266823	-0.057522	0.144183	0.130993	0.043482	0.415447	-0.145710	-0.533058	-0.097885	0.155821	0.145482	-0.010797	-0.111679	-0.203872	0.080381	-0.054692	0.064787	-0.119743	-0.072606	0.139377	0.152315	0.443118	-0.206853	-0.104888	-0.029082	-0.058151	0.093579	0.194727	-0.215554	-0.050757	0.034330	-0.045332	0.094316	-0.051484	0.060165	0.188544	-0.266800	-0.386795	0.038228	0.280474	0.643064	-0.100433	-0.076916	-0.156946	
0.370962	0.285817	-0.384327	-0.398438	-0.434412	-0.392109	-0.042618	0.004968	-0.061283	0.000852	0.190759	-0.579407	0.352427	0.077482	0.007809	0.420050	0.236548	-0.455756	-0.351013	-0.457370	-0.399257	-0.558287	-0.490571	-0.221130	0.396251	0.332042	-0.258413	0.413164	-0.483716	0.451067	-0.274782	-0.483814	-0.072562	-0.422857	0.376127	-0.212298	0.377002	0.165778	0.340329	0.406379	-0.216824	-0.498226	-0.485663	-0.444143	-0.396417	0.467833	0.575051	-0.569337	0.348189	-0.532259	
